Sub_Category,Kalshi_Ticker,Market_Question,Price_At_85_Plus,Settlement_Date,Result,Settlement_Value,First_Touch_Time,Series_Ticker,Series_Title
Mentions > Mentions,KXSNLMENTION-25NOV16-SHUT,What will Glen Powell say during Saturday Night Live starting on November 15th?,91,2025-11-16,WRONG,0,2025-11-16T04:09:02.939413Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV16-RUMO,What will Glen Powell say during Saturday Night Live starting on November 15th?,90,2025-11-16,WRONG,0,2025-11-12T12:48:32.87617Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV16-COME,What will Glen Powell say during Saturday Night Live starting on November 15th?,90,2025-11-16,WRONG,0,2025-11-16T04:40:45.385561Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSNLMENTION-25NOV16-CHAD,What will Glen Powell say during Saturday Night Live starting on November 15th?,91,2025-11-16,WRONG,0,2025-11-16T04:35:05.88419Z,KXSNLMENTION,SNL Mention
Mentions > Mentions,KXSTARMERMENTION-25NOV20-TAX,Will Keir Starmer say Tax at Prime Minister's Questions on November 19th?,91,2025-11-19,CORRECT,100,2025-11-19T12:27:10.963775Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV20-SCOT,Will Keir Starmer say Scotland at Prime Minister's Questions on November 19th?,90,2025-11-19,CORRECT,100,2025-11-19T12:01:30.624464Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV20-REFO,Will Keir Starmer say Reform at Prime Minister's Questions on November 19th?,90,2025-11-19,CORRECT,100,2025-11-19T12:11:41.366181Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV20-JOB,Will Keir Starmer say Job at Prime Minister's Questions on November 19th?,90,2025-11-19,CORRECT,100,2025-11-13T05:00:53.757365Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV20-CLEA,Will Keir Starmer say Clean / Green at Prime Minister's Questions on November 19th?,94,2025-11-19,WRONG,0,2025-11-19T12:17:51.101384Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV20-BBC,Will Keir Starmer say BBC at Prime Minister's Questions on November 19th?,90,2025-11-19,WRONG,0,2025-11-18T12:53:51.686962Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSURVIVORMENTION-25NOV20-STRE,What will Jeff Probst say during Survivor Season 49 Episode 9?,91,2025-11-20,CORRECT,100,2025-11-14T21:45:58.36794Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV20-REWA,What will Jeff Probst say during Survivor Season 49 Episode 9?,91,2025-11-20,CORRECT,100,2025-11-14T01:41:19.102978Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV20-IMMU,What will Jeff Probst say during Survivor Season 49 Episode 9?,91,2025-11-20,CORRECT,100,2025-11-20T01:56:53.104967Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV20-FIRE,What will Jeff Probst say during Survivor Season 49 Episode 9?,97,2025-11-20,WRONG,0,2025-11-20T02:02:03.352389Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV20-BLIN,What will Jeff Probst say during Survivor Season 49 Episode 9?,90,2025-11-20,CORRECT,100,2025-11-14T03:27:39.076153Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV20-ALLI,What will Jeff Probst say during Survivor Season 49 Episode 9?,91,2025-11-20,WRONG,0,2025-11-14T02:47:54.640377Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXVANCEMENTION-25NOV21-TARI,What will JD Vance say during discussion with Breitbart News on November 20th?,95,2025-11-20,CORRECT,100,2025-11-20T15:20:50.595763Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV21-SHUT,What will JD Vance say during discussion with Breitbart News on November 20th?,90,2025-11-20,CORRECT,100,2025-11-20T15:07:37.245589Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXLEAVITTMENTIONDURATION-NOV2125-34,How long will Karoline Leavitt speak for at Press Briefing on November 20th?,97,2025-11-20,CORRECT,100,2025-11-20T19:03:27.466879Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-NOV2125-29,How long will Karoline Leavitt speak for at Press Briefing on November 20th?,96,2025-11-20,CORRECT,100,2025-11-20T15:38:06.956785Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-NOV2125-24,How long will Karoline Leavitt speak for at Press Briefing on November 20th?,93,2025-11-20,CORRECT,100,2025-11-20T16:57:33.148295Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTLATE-25NOV21-7,Will Karoline Leavitt be more than 15 minutes late to Press Briefing on November 20th?,90,2025-11-20,CORRECT,100,2025-11-20T18:12:21.798325Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV21-5,Will Karoline Leavitt be more than 10 minutes late to Press Briefing on November 20th?,94,2025-11-20,CORRECT,100,2025-11-20T17:12:13.547322Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV21-2,Will Karoline Leavitt be more than 5 minutes late to Press Briefing on November 20th?,90,2025-11-20,CORRECT,100,2025-11-20T16:39:21.333761Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25NOV21-10,Will Karoline Leavitt be more than 20 minutes late to Press Briefing on November 20th?,99,2025-11-20,CORRECT,100,2025-11-20T18:19:00.374172Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLATENIGHTMENTION-25NOV20-WITC,What will Cynthia Erivo say during The Tonight Show Starring Jimmy Fallon?,91,2025-11-20,WRONG,0,2025-11-20T04:43:31.882638Z,KXLATENIGHTMENTION,Late Night Mention
Mentions > Mentions,KXLATENIGHTMENTION-25NOV20-SING,What will Cynthia Erivo say during The Tonight Show Starring Jimmy Fallon?,90,2025-11-20,CORRECT,100,2025-11-19T15:56:59.379992Z,KXLATENIGHTMENTION,Late Night Mention
Mentions > Mentions,KXLATENIGHTMENTION-25NOV20-PREM,What will Cynthia Erivo say during The Tonight Show Starring Jimmy Fallon?,90,2025-11-20,CORRECT,100,2025-11-19T06:41:15.777148Z,KXLATENIGHTMENTION,Late Night Mention
Mentions > Mentions,KXLATENIGHTMENTION-25NOV20-ARIA,What will Cynthia Erivo say during The Tonight Show Starring Jimmy Fallon?,90,2025-11-20,WRONG,0,2025-11-19T04:11:05.476928Z,KXLATENIGHTMENTION,Late Night Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-TRUM,What will Eric Swalwell say during Jimmy Kimmel Live!?,91,2025-11-21,CORRECT,100,2025-11-18T02:00:59.530209Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-NEWS,What will Eric Swalwell say during Jimmy Kimmel Live!?,90,2025-11-21,WRONG,0,2025-11-19T01:46:52.889656Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-INVE,What will Eric Swalwell say during Jimmy Kimmel Live!?,91,2025-11-21,CORRECT,100,2025-11-18T03:46:16.173809Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-HEAL,What will Eric Swalwell say during Jimmy Kimmel Live!?,90,2025-11-21,WRONG,0,2025-11-21T05:24:13.583552Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-GOVE,What will Eric Swalwell say during Jimmy Kimmel Live!?,91,2025-11-21,CORRECT,100,2025-11-19T01:34:46.937385Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-FRAU,What will Eric Swalwell say during Jimmy Kimmel Live!?,90,2025-11-21,CORRECT,100,2025-11-21T05:29:26.006334Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-EPST,What will Eric Swalwell say during Jimmy Kimmel Live!?,91,2025-11-21,CORRECT,100,2025-11-18T02:01:27.280399Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-DEMO,What will Eric Swalwell say during Jimmy Kimmel Live!?,91,2025-11-21,WRONG,0,2025-11-21T04:57:52.633258Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV21-CORR,What will Eric Swalwell say during Jimmy Kimmel Live!?,91,2025-11-21,CORRECT,100,2025-11-18T00:17:07.150368Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-TRUM,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,90,2025-11-21,CORRECT,100,2025-11-19T03:18:00.099603Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-TARI,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,91,2025-11-21,CORRECT,100,2025-11-21T05:28:03.851504Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-SHUT,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,92,2025-11-21,WRONG,0,2025-11-19T06:39:32.708721Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-ICE,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,91,2025-11-21,WRONG,0,2025-11-21T05:07:32.522199Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-HEAL,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,91,2025-11-21,CORRECT,100,2025-11-18T01:57:06.013582Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-ELEC,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,98,2025-11-21,CORRECT,100,2025-11-21T05:26:58.494933Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-DEMO,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,91,2025-11-21,CORRECT,100,2025-11-21T04:38:15.600535Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-CRYP,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,90,2025-11-21,WRONG,0,2025-11-21T05:13:10.990452Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-CORP,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,95,2025-11-21,CORRECT,100,2025-11-21T05:06:32.281314Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXCOLBERTMENTION-25NOV21-BILL,What will Elizabeth Warren say during The Late Show with Stephen Colbert?,91,2025-11-21,CORRECT,100,2025-11-18T01:58:07.932605Z,KXCOLBERTMENTION,Colbert Mention
Mentions > Mentions,KXMRBEASTMENTION-25DEC16-WIN,What will MrBeast say during Next MrBeast Youtube Video?,90,2025-11-24,CORRECT,100,2025-11-11T19:43:57.018068Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25DEC16-WATE,What will MrBeast say during Next MrBeast Youtube Video?,91,2025-11-24,WRONG,0,2025-11-22T17:04:14.824966Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25DEC16-TIME,What will MrBeast say during Next MrBeast Youtube Video?,91,2025-11-24,CORRECT,100,2025-11-10T21:47:03.282903Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25DEC16-SURP,What will MrBeast say during Next MrBeast Youtube Video?,91,2025-11-24,CORRECT,100,2025-11-22T17:03:38.244098Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25DEC16-SPED,What will MrBeast say during Next MrBeast Youtube Video?,91,2025-11-24,CORRECT,100,2025-11-22T17:02:11.120077Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25DEC16-MILL,What will MrBeast say during Next MrBeast Youtube Video?,91,2025-11-24,CORRECT,100,2025-11-22T17:02:37.222759Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25DEC16-INSA,What will MrBeast say during Next MrBeast Youtube Video?,94,2025-11-24,WRONG,0,2025-11-22T17:08:09.457974Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXMRBEASTMENTION-25DEC16-BEAS,What will MrBeast say during Next MrBeast Youtube Video?,91,2025-11-24,CORRECT,100,2025-11-22T17:01:16.218643Z,KXMRBEASTMENTION,What Will Mr Beast say in his next video
Mentions > Mentions,KXKIMMELMENTION-25NOV26-WEAP,What will Mark Kelly say during Jimmy Kimmel Live!?,91,2025-11-26,WRONG,0,2025-11-26T04:59:16.930623Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV26-TRUM,What will Mark Kelly say during Jimmy Kimmel Live!?,91,2025-11-26,CORRECT,100,2025-11-24T23:31:27.313591Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV26-THRE,What will Mark Kelly say during Jimmy Kimmel Live!?,90,2025-11-26,WRONG,0,2025-11-26T05:11:27.925432Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV26-SEDI,What will Mark Kelly say during Jimmy Kimmel Live!?,90,2025-11-26,CORRECT,100,2025-11-26T05:24:54.804026Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV26-NATI,What will Mark Kelly say during Jimmy Kimmel Live!?,90,2025-11-26,WRONG,0,2025-11-26T04:44:52.947566Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV26-MILI,What will Mark Kelly say during Jimmy Kimmel Live!?,90,2025-11-26,CORRECT,100,2025-11-25T07:49:33.980563Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXKIMMELMENTION-25NOV26-DEAT,What will Mark Kelly say during Jimmy Kimmel Live!?,91,2025-11-26,CORRECT,100,2025-11-25T01:32:59.257515Z,KXKIMMELMENTION,Jimmy Kimmel Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-TIE,What will Jeff Probst say during Survivor Season 49 Episode 10?,91,2025-11-27,CORRECT,100,2025-11-27T01:24:45.459989Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-WATE,What will Jeff Probst say during Survivor Season 49 Episode 10?,91,2025-11-27,WRONG,0,2025-11-24T20:59:57.169282Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-TRUS,What will Jeff Probst say during Survivor Season 49 Episode 10?,90,2025-11-27,WRONG,0,2025-11-27T01:02:17.475452Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-TARG,What will Jeff Probst say during Survivor Season 49 Episode 10?,90,2025-11-27,CORRECT,100,2025-11-27T01:18:30.896747Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-STRE,What will Jeff Probst say during Survivor Season 49 Episode 10?,91,2025-11-27,CORRECT,100,2025-11-27T01:49:16.119754Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-RISK,What will Jeff Probst say during Survivor Season 49 Episode 10?,90,2025-11-27,CORRECT,100,2025-11-27T01:50:37.612742Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-REWA,What will Jeff Probst say during Survivor Season 49 Episode 10?,91,2025-11-27,CORRECT,100,2025-11-20T12:50:40.05428Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-PUZZ,What will Jeff Probst say during Survivor Season 49 Episode 10?,90,2025-11-27,CORRECT,100,2025-11-27T01:28:00.129919Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-PRES,What will Jeff Probst say during Survivor Season 49 Episode 10?,90,2025-11-27,WRONG,0,2025-11-27T02:26:44.745166Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-IMMU,What will Jeff Probst say during Survivor Season 49 Episode 10?,91,2025-11-27,CORRECT,100,2025-11-27T01:15:55.762986Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXSURVIVORMENTION-25NOV27-BLIN,What will Jeff Probst say during Survivor Season 49 Episode 10?,90,2025-11-27,CORRECT,100,2025-11-27T01:07:24.481747Z,KXSURVIVORMENTION,Survivor Mention
Mentions > Mentions,KXVANCEMENTION-25NOV27-PEAC,What will JD Vance say during remarks at Fort Campbell?,90,2025-11-27,WRONG,0,2025-11-26T20:47:24.747452Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV27-MIDD,What will JD Vance say during remarks at Fort Campbell?,90,2025-11-27,CORRECT,100,2025-11-26T20:51:52.812232Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV27-GOD,What will JD Vance say during remarks at Fort Campbell?,90,2025-11-27,CORRECT,100,2025-11-25T16:49:04.197173Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXVANCEMENTION-25NOV27-DEMO,What will JD Vance say during remarks at Fort Campbell?,95,2025-11-27,CORRECT,100,2025-11-26T20:59:49.788271Z,KXVANCEMENTION,Vance Says
Mentions > Mentions,KXSTARMERMENTION-25NOV27-TRUM,Will Keir Starmer say Trump at Prime Minister's Questions on November 26th?,91,2025-11-27,WRONG,0,2025-11-20T11:42:44.064696Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV27-TAX,Will Keir Starmer say Tax at Prime Minister's Questions on November 26th?,90,2025-11-27,WRONG,0,2025-11-26T05:27:18.449087Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV27-REFO,Will Keir Starmer say Reform at Prime Minister's Questions on November 26th?,90,2025-11-27,CORRECT,100,2025-11-26T12:11:01.23353Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV27-JOB,Will Keir Starmer say Job at Prime Minister's Questions on November 26th?,90,2025-11-27,CORRECT,100,2025-11-21T15:43:07.276756Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV27-IMMI,Will Keir Starmer say Immigrant / Immigration at Prime Minister's Questions on November 26th?,91,2025-11-27,WRONG,0,2025-11-20T23:44:35.608988Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV27-HEAL,Will Keir Starmer say Healthcare at Prime Minister's Questions on November 26th?,90,2025-11-27,WRONG,0,2025-11-26T12:15:14.121656Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV27-CABI,Will Keir Starmer say Cabinet at Prime Minister's Questions on November 26th?,90,2025-11-27,CORRECT,100,2025-11-26T12:06:31.055683Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV27-BRIT,Will Keir Starmer say British at Prime Minister's Questions on November 26th?,91,2025-11-27,CORRECT,100,2025-11-20T05:28:58.608372Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXSTARMERMENTION-25NOV27-BBC,Will Keir Starmer say BBC at Prime Minister's Questions on November 26th?,91,2025-11-27,WRONG,0,2025-11-26T12:11:50.273099Z,KXSTARMERMENTION,Starmer mentions
Mentions > Mentions,KXLEAVITTMENTIONDURATION-DEC0225-44,How long will Karoline Leavitt speak for at Press Briefing on December 1st?,99,2025-12-01,WRONG,0,2025-12-01T19:13:34.753301Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-DEC0225-39,How long will Karoline Leavitt speak for at Press Briefing on December 1st?,90,2025-12-01,WRONG,0,2025-12-01T19:08:55.839512Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-DEC0225-34,How long will Karoline Leavitt speak for at Press Briefing on December 1st?,90,2025-12-01,CORRECT,100,2025-12-01T18:51:55.861089Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-DEC0225-29,How long will Karoline Leavitt speak for at Press Briefing on December 1st?,98,2025-12-01,CORRECT,100,2025-12-01T16:34:08.981634Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTMENTIONDURATION-DEC0225-24,How long will Karoline Leavitt speak for at Press Briefing on December 1st?,99,2025-12-01,CORRECT,100,2025-12-01T17:02:39.818878Z,KXLEAVITTMENTIONDURATION,Leavitt Duration
Mentions > Mentions,KXLEAVITTLATE-25DEC02-7,Will Karoline Leavitt be more than 15 minutes late to Press Briefing on December 1st?,98,2025-12-01,CORRECT,100,2025-12-01T16:56:18.018083Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25DEC02-5,Will Karoline Leavitt be more than 10 minutes late to Press Briefing on December 1st?,90,2025-12-01,CORRECT,100,2025-12-01T15:47:11.35558Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25DEC02-2,Will Karoline Leavitt be more than 5 minutes late to Press Briefing on December 1st?,99,2025-12-01,CORRECT,100,2025-12-01T15:17:04.552146Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25DEC02-15,Will Karoline Leavitt be more than 30 minutes late to Press Briefing on December 1st?,90,2025-12-01,CORRECT,100,2025-12-01T18:27:37.825148Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25DEC02-12,Will Karoline Leavitt be more than 25 minutes late to Press Briefing on December 1st?,90,2025-12-01,CORRECT,100,2025-12-01T18:17:00.750622Z,KXLEAVITTLATE,Karoline Leavitt Late
Mentions > Mentions,KXLEAVITTLATE-25DEC02-10,Will Karoline Leavitt be more than 20 minutes late to Press Briefing on December 1st?,98,2025-12-01,CORRECT,100,2025-12-01T18:19:05.868145Z,KXLEAVITTLATE,Karoline Leavitt Late
